# Nemat-Nasser2001 Figure 1a Commercial Ti64
# Temperature: 296 K
# Strain rate: 1900 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.001
#  N, 0.01
#  C, 0.01
#  H, 0.0006
# Fe, 0.21
#  O, 0.19
# Al, 6.21
#  V, 3.61
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 1334.03
0.001451, 1337.36
0.002623, 1354.8
0.006567, 1337.36
0.008197, 1319.48
0.012535, 1337.36
0.016067, 1352.73
0.019357, 1350.72
0.02703, 1364.08
0.035557, 1355.17
0.044083, 1364.08
0.050904, 1341.81
0.057725, 1368.53
0.066252, 1368.53
0.073925, 1372.98
0.082452, 1381.89
0.090125, 1386.35
0.098652, 1399.71
0.106325, 1408.61
0.114852, 1417.52
0.123378, 1421.97
0.131052, 1435.33
0.139578, 1444.24
0.148105, 1448.7
0.155778, 1453.15
0.164305, 1462.06
0.171978, 1470.96
0.180505, 1479.87
0.189031, 1484.32
0.196705, 1488.78
0.205231, 1493.23
0.213758, 1497.69
0.221431, 1502.14
0.229105, 1506.59
0.237632, 1506.59
0.246158, 1511.05
0.254684, 1511.05
0.262358, 1511.05
0.270884, 1515.5
0.276101, 1506.49
