# Nemat-Nasser2001 Figure 1d RS-MIL-HIP Ti64
# Temperature: 800 K
# Strain rate: 1e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.005
#  N, 0.008
#  C, 0.02
#  H, 0.002
# Fe, 0.19
#  O, 0.28
# Al, 6.33
#  V, 4.13
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 546.7
0.002892, 582.09
0.006269, 613.05
0.010132, 639.58
0.014482, 661.67
0.018349, 679.34
0.0227, 697.0
0.027055, 705.81
0.031406, 723.48
0.036245, 732.28
0.040598, 745.51
0.044953, 754.32
0.049309, 758.7
0.054149, 767.51
0.058503, 776.31
0.063342, 785.12
0.068183, 789.49
0.07254, 793.87
0.077381, 798.24
0.082222, 802.62
0.086578, 807.0
0.090933, 815.81
0.09529, 820.19
0.100132, 820.13
0.104973, 824.51
0.109331, 824.46
0.113688, 828.84
0.118529, 833.21
0.122403, 833.17
0.127244, 837.54
0.132085, 841.92
0.136927, 841.87
0.14177, 841.81
0.146126, 846.19
0.150969, 846.14
0.155326, 850.52
0.160168, 850.46
0.165009, 854.84
0.169368, 854.79
0.173726, 854.74
0.178086, 850.27
0.182441, 859.07
0.187284, 859.02
0.192126, 858.97
0.196969, 858.91
0.20181, 863.29
0.206168, 863.24
0.210526, 863.19
0.215369, 863.14
0.219729, 858.66
0.224086, 863.04
0.228928, 862.99
0.233771, 862.93
0.243455, 867.25
0.248297, 867.2
0.25314, 867.15
0.257498, 867.1
0.26089, 862.63
0.265246, 867.01
0.269603, 871.39
0.274447, 866.91
0.278804, 871.29
0.283164, 866.81
0.288007, 866.76
0.292365, 866.71
0.295755, 866.68
0.300596, 871.05
0.304954, 871.0
0.309797, 870.95
0.314155, 870.9
0.319, 866.42
0.323842, 866.36
0.328199, 870.74
0.333042, 870.69
