# Nemat-Nasser2001 Figure 1a Commercial Ti64
# Temperature: 77 K
# Strain rate: 1900 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.001
#  N, 0.01
#  C, 0.01
#  H, 0.0006
# Fe, 0.21
#  O, 0.19
# Al, 6.21
#  V, 3.61
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 1764.9
0.002811, 1778.7
0.006821, 1764.9
0.010025, 1753.77
0.013643, 1769.36
0.019611, 1791.62
0.022814, 1801.56
0.026432, 1791.62
0.030684, 1795.32
0.034106, 1791.62
0.03757, 1778.7
0.04178, 1778.26
0.04544, 1780.78
0.050306, 1782.72
0.057127, 1796.08
0.064801, 1791.62
0.070769, 1804.98
0.07759, 1818.34
0.08151, 1816.1
0.085264, 1822.8
0.08774, 1816.1
0.09038, 1836.16
0.095496, 1845.07
0.101464, 1845.07
0.108285, 1853.97
0.112334, 1855.58
0.116812, 1858.43
0.123633, 1867.33
0.129601, 1880.7
0.134717, 1880.7
0.139833, 1885.15
0.144949, 1880.7
0.15177, 1871.79
