# Nemat-Nasser2001 Figure 1a Commercial Ti64
# Temperature: 598 K
# Strain rate: 2700 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.001
#  N, 0.01
#  C, 0.01
#  H, 0.0006
# Fe, 0.21
#  O, 0.19
# Al, 6.21
#  V, 3.61
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 984.93
0.001845, 989.97
0.006961, 954.35
0.009182, 939.22
0.01293, 954.35
0.018046, 985.52
0.026572, 989.97
0.034246, 1003.34
0.041919, 1003.34
0.050446, 1003.34
0.058119, 1003.34
0.066646, 1007.79
0.075172, 1012.24
0.082846, 1021.15
0.091372, 1021.15
0.099046, 1034.51
0.107572, 1038.96
0.116099, 1043.42
0.123772, 1047.87
0.132299, 1056.78
0.140825, 1061.23
0.149352, 1061.23
0.157025, 1070.14
0.165552, 1074.59
0.174078, 1083.5
0.181752, 1087.95
0.189425, 1083.5
0.197952, 1083.5
0.206478, 1092.41
0.214152, 1096.86
0.222678, 1096.86
0.231205, 1096.86
0.239731, 1096.86
0.248257, 1096.86
0.256784, 1101.31
0.26531, 1101.31
0.273837, 1105.77
0.28151, 1110.22
0.290037, 1110.22
0.298563, 1110.22
0.307089, 1110.22
0.315616, 1110.22
0.323289, 1105.77
0.331816, 1105.77
0.340342, 1105.77
0.348869, 1105.77
0.357395, 1105.77
0.365921, 1105.77
0.374448, 1101.31
0.382974, 1096.86
