# Nemat-Nasser2001 Figure 1a Commercial Ti64
# Temperature: 798 K
# Strain rate: 3100 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.001
#  N, 0.01
#  C, 0.01
#  H, 0.0006
# Fe, 0.21
#  O, 0.19
# Al, 6.21
#  V, 3.61
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 783.38
0.002951, 816.62
0.005575, 804.16
0.006437, 785.11
0.0107, 749.48
0.013117, 737.66
0.016668, 753.93
0.021784, 789.56
0.023938, 795.84
0.029458, 789.56
0.037132, 802.92
0.045658, 802.92
0.053332, 802.92
0.060153, 807.38
0.068679, 807.38
0.077206, 807.38
0.085732, 811.83
0.094258, 816.28
0.101932, 825.19
0.110458, 825.19
0.118985, 834.1
0.127511, 834.1
0.135185, 843.01
0.143711, 847.46
0.152238, 851.91
0.160764, 856.37
0.168438, 860.82
0.176964, 865.27
0.18549, 869.73
0.194017, 874.18
0.202543, 878.63
0.210217, 883.09
0.218743, 887.54
0.22727, 891.99
0.235796, 891.99
0.244322, 891.99
0.252849, 891.99
0.261375, 896.45
0.269902, 896.45
0.277575, 900.9
0.286102, 900.9
0.293775, 905.36
0.302302, 905.36
0.309975, 900.9
0.318502, 905.36
0.327028, 909.81
0.335555, 914.26
0.343228, 909.81
0.351755, 914.26
0.360281, 914.26
0.367955, 914.26
0.376481, 914.26
0.385007, 914.26
0.392681, 914.26
0.401208, 914.26
0.409734, 914.26
0.41826, 914.26
0.425934, 914.26
0.43446, 909.81
0.442987, 909.81
0.45066, 905.36
0.459187, 905.36
