# Nemat-Nasser2001 Figure 1d RS-MIL-HIP Ti64
# Temperature: 600 K
# Strain rate: 1e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.005
#  N, 0.008
#  C, 0.02
#  H, 0.002
# Fe, 0.19
#  O, 0.28
# Al, 6.33
#  V, 4.13
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 670.68
0.002407, 706.08
0.005784, 737.04
0.009649, 759.14
0.013514, 781.23
0.017864, 803.33
0.022215, 820.99
0.026566, 838.65
0.030919, 851.89
0.035756, 865.12
0.040109, 878.36
0.044949, 887.16
0.049302, 900.4
0.054141, 909.2
0.058495, 918.01
0.062848, 931.24
0.067687, 940.04
0.072041, 953.28
0.075429, 957.67
0.080268, 966.47
0.084622, 975.28
0.089463, 979.66
0.093334, 988.47
0.098175, 992.84
0.101078, 997.24
0.105918, 1006.04
0.110276, 1005.99
0.115113, 1019.22
0.119954, 1023.6
0.124311, 1027.98
0.129151, 1032.35
0.133024, 1036.74
0.137863, 1045.54
0.142219, 1049.92
0.14706, 1054.29
0.151415, 1063.1
0.155289, 1063.06
0.159646, 1067.44
0.164002, 1071.82
0.168841, 1080.62
0.1732, 1080.57
0.176588, 1084.96
0.181429, 1089.34
0.18627, 1093.71
0.190626, 1098.09
0.195467, 1102.47
0.200308, 1106.84
0.204666, 1106.79
0.209507, 1111.17
0.213864, 1115.55
0.218704, 1119.92
0.223545, 1124.3
0.227904, 1124.25
0.231292, 1128.64
0.236133, 1133.01
0.240975, 1132.96
0.252594, 1141.69
0.257435, 1146.06
0.261793, 1146.01
0.266152, 1145.97
0.270508, 1150.35
0.275351, 1150.29
0.279706, 1159.1
0.284548, 1159.05
0.289391, 1158.99
0.293747, 1163.37
0.298106, 1163.32
0.300041, 1167.73
0.304882, 1172.1
0.309725, 1172.05
0.314081, 1176.43
0.317957, 1171.96
0.322798, 1176.33
0.327156, 1176.29
0.331995, 1185.09
