# Nemat-Nasser2001 Figure 1d RS-MIL-HIP Ti64
# Temperature: 296 K
# Strain rate: 2000 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.005
#  N, 0.008
#  C, 0.02
#  H, 0.002
# Fe, 0.19
#  O, 0.28
# Al, 6.33
#  V, 4.13
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 1500.86
0.001684, 1527.41
0.004829, 1534.02
0.007009, 1531.78
0.009184, 1542.82
0.010149, 1551.67
0.014014, 1573.77
0.01837, 1578.15
0.02321, 1586.95
0.027084, 1586.91
0.030956, 1591.29
0.035795, 1600.09
0.040152, 1604.47
0.044994, 1604.42
0.049351, 1608.8
0.054192, 1613.17
0.059031, 1621.98
0.063387, 1626.36
0.068226, 1635.16
0.072587, 1630.68
0.077431, 1626.2
0.082275, 1621.72
0.086634, 1621.67
0.091476, 1621.62
0.095833, 1626.0
0.101162, 1621.51
0.106001, 1630.31
0.110356, 1639.12
0.115198, 1639.07
0.120039, 1643.44
0.124399, 1638.97
0.129242, 1638.91
0.133597, 1647.72
0.138441, 1643.24
0.143284, 1643.18
0.147639, 1651.99
0.151999, 1647.52
0.156359, 1643.04
0.1612, 1647.41
0.16556, 1642.94
0.169429, 1656.18
0.172097, 1645.08
0.176693, 1656.1
0.178628, 1660.51
0.183472, 1656.02
0.187834, 1647.12
0.189766, 1660.38
