# Nemat-Nasser2001 Figure 1b Commercial Ti64
# Temperature: 598 K
# Strain rate: 1e-3 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.001
#  N, 0.01
#  C, 0.01
#  H, 0.0006
# Fe, 0.21
#  O, 0.19
# Al, 6.21
#  V, 3.61
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 584.71
0.003875, 603.12
0.00775, 617.85
0.012109, 636.26
0.015985, 647.29
0.020832, 654.63
0.025192, 669.35
0.030039, 676.68
0.0344, 684.02
0.038761, 695.05
0.043608, 702.39
0.04797, 709.73
0.052331, 720.76
0.057178, 724.4
0.061541, 728.05
0.065902, 739.08
0.070749, 746.42
0.075112, 750.07
0.079474, 757.41
0.083835, 764.75
0.088682, 772.08
0.093529, 779.42
0.097892, 783.07
0.102738, 790.4
0.1071, 797.74
0.111948, 801.39
0.115826, 801.35
0.120672, 812.38
0.125034, 819.72
0.129882, 823.36
0.134244, 830.7
0.13909, 838.04
0.143938, 841.68
0.1483, 849.02
0.153147, 852.67
0.15751, 856.32
0.161872, 863.66
0.166719, 870.99
0.171566, 874.64
0.175929, 878.29
0.180776, 885.62
0.184653, 892.97
0.189016, 896.62
0.193863, 900.26
0.198225, 907.6
0.202588, 911.25
0.207435, 914.9
0.211796, 925.93
0.216159, 929.58
0.221007, 933.22
0.225368, 940.56
0.22973, 947.9
0.234578, 951.55
0.238456, 955.2
0.243303, 958.85
0.247665, 966.19
0.252029, 966.15
0.253483, 969.82
0.258329, 977.16
0.262692, 980.81
0.267539, 988.14
0.271902, 988.1
0.276264, 995.44
0.280627, 999.09
0.285476, 999.05
0.289837, 1006.39
0.294685, 1010.03
0.299533, 1013.68
0.303894, 1021.02
0.308742, 1024.67
0.31359, 1028.31
0.317952, 1031.96
0.322799, 1039.3
0.327647, 1042.94
0.332495, 1042.9
0.336858, 1046.55
0.34122, 1053.89
0.346067, 1057.53
0.350915, 1061.18
0.354794, 1061.14
0.359156, 1068.48
0.363518, 1075.82
0.368366, 1075.78
0.373214, 1079.42
