# Nemat-Nasser2001 Figure 1c RS-HIP Ti64
# Temperature: 500 K
# Strain rate: 1e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.005
#  N, 0.008
#  C, 0.01
#  H, 0.002
# Fe, 0.19
#  O, 0.2
# Al, 6.33
#  V, 4.13
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 717.53
0.003009, 747.9
0.006621, 771.52
0.010836, 798.5
0.015655, 815.36
0.020475, 832.21
0.025897, 849.06
0.03132, 862.53
0.036743, 872.63
0.042166, 882.72
0.048192, 892.81
0.053615, 902.91
0.059039, 913.0
0.063859, 923.1
0.069283, 929.82
0.074707, 936.53
0.080733, 943.25
0.086157, 953.34
0.092184, 956.68
0.097607, 966.77
0.103031, 973.49
0.107852, 980.21
0.113276, 983.55
0.1187, 993.65
0.123521, 1000.37
0.129548, 1003.71
0.134972, 1010.42
0.140396, 1017.14
0.145819, 1023.86
0.151243, 1030.58
0.156667, 1037.29
0.161488, 1044.02
0.167516, 1043.98
0.17294, 1050.69
0.178966, 1057.41
0.184993, 1064.12
0.190417, 1067.46
0.195841, 1074.18
0.201868, 1077.51
0.207895, 1084.23
0.213319, 1090.95
0.219346, 1094.28
0.22477, 1101.0
0.230194, 1107.72
0.236221, 1111.05
0.242248, 1114.39
0.247672, 1121.11
0.253097, 1121.07
0.259124, 1124.41
0.264548, 1131.12
0.269972, 1134.47
0.275999, 1141.18
0.280821, 1141.15
0.286848, 1144.48
0.292272, 1151.2
0.297094, 1151.17
0.303121, 1154.5
0.309148, 1161.22
0.313969, 1164.56
0.319998, 1161.14
0.325422, 1167.86
0.330846, 1171.2
0.336874, 1171.16
