# Casem2018 Figure 2a
# Temperature: 295 K
# Strain rate: 1e-1 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0.0
#  N, 0.008
#  C, 0.025
#  H, 0.0
# Fe, 0.151
#  O, 0.176
# Al, 6.28
#  V, 4.16
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 1048.97
0.002959, 1078.45
0.007102, 1087.76
0.011246, 1093.97
0.015191, 1101.72
0.019927, 1107.93
0.024662, 1112.59
0.029397, 1118.79
0.034132, 1126.55
0.038867, 1131.21
0.043602, 1137.41
0.048337, 1142.07
0.053072, 1149.83
0.057807, 1154.48
0.062542, 1159.14
0.067474, 1165.34
0.07221, 1170.0
0.076747, 1174.66
0.082666, 1179.31
0.087401, 1183.97
0.092136, 1190.17
0.097069, 1194.83
0.101804, 1199.48
0.106539, 1202.59
0.111471, 1207.24
0.116206, 1211.9
0.120941, 1216.55
0.125874, 1219.66
0.130609, 1224.31
0.135541, 1227.41
0.140671, 1232.07
0.145603, 1235.17
0.150338, 1238.28
0.155073, 1241.38
0.159808, 1246.03
0.164741, 1249.14
0.169476, 1252.24
0.174408, 1256.9
0.179143, 1260.0
0.183878, 1266.21
0.188613, 1267.76
0.193348, 1272.41
0.198083, 1273.97
0.203016, 1278.62
0.207751, 1281.72
0.212683, 1284.83
0.217418, 1289.48
0.22235, 1291.03
0.227086, 1295.69
0.231821, 1298.79
0.236358, 1301.9
0.240896, 1305.0
