# Casem2018 Figure 2a
# Temperature: 295 K
# Strain rate: 960 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0.0
#  N, 0.008
#  C, 0.025
#  H, 0.0
# Fe, 0.151
#  O, 0.176
# Al, 6.28
#  V, 4.16
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 1210.34
0.003552, 1236.72
0.006117, 1264.66
0.009273, 1261.55
0.011641, 1258.45
0.015389, 1256.9
0.018546, 1266.21
0.022689, 1281.72
0.025846, 1275.52
0.0292, 1269.31
0.033541, 1278.62
0.038276, 1281.72
0.042813, 1273.97
0.047351, 1281.72
0.051692, 1294.14
0.056229, 1300.34
0.06057, 1311.21
0.064516, 1312.76
0.069251, 1318.97
0.074183, 1328.28
0.078721, 1334.48
0.083259, 1345.34
0.087599, 1353.1
0.09194, 1353.1
0.096675, 1348.45
0.10141, 1350.0
0.106145, 1351.55
0.111472, 1360.86
0.115615, 1373.28
0.119955, 1365.52
0.124099, 1370.17
0.128439, 1363.97
0.131596, 1370.17
