# Zhou 2017 Figure 6
# Temperature: 273 K ??
# Strain rate: 5e2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0.014
#  C, 0.04
#  H, 0.005
# Fe, 0.03
#  O, 0.06
# Al, 6.16
#  V, 3.95
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 876.85
0.002295, 935.4
0.004589, 969.3
0.007648, 1015.51
0.010134, 1066.36
0.012811, 1100.25
0.014723, 1124.89
0.01587, 1151.09
0.016444, 1169.58
0.017782, 1181.9
0.018738, 1197.31
0.019503, 1211.17
0.02065, 1223.49
0.021989, 1234.28
0.02371, 1248.14
0.024857, 1272.79
0.025239, 1289.74
0.026195, 1309.77
0.027916, 1320.55
0.029637, 1325.16
0.032123, 1326.69
0.034226, 1326.68
0.035564, 1309.72
0.037094, 1285.05
0.037476, 1251.15
0.037667, 1198.75
