# Zhou 2017 Figure 6
# Temperature: 273 K ??
# Strain rate: 5e3 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0.014
#  C, 0.04
#  H, 0.005
# Fe, 0.03
#  O, 0.06
# Al, 6.16
#  V, 3.95
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 1001.69
0.007075, 1175.8
0.015679, 1235.86
0.023518, 1255.85
0.032122, 1297.42
0.038623, 1297.38
0.046845, 1317.38
0.054302, 1335.83
0.06195, 1358.91
0.069407, 1360.41
0.077438, 1368.08
0.083939, 1384.99
0.091205, 1394.2
0.098088, 1404.96
0.105163, 1406.46
0.111664, 1417.21
0.118738, 1426.43
0.124665, 1451.05
0.130784, 1454.1
0.137285, 1457.15
0.143404, 1466.37
0.149904, 1460.17
0.156405, 1460.14
