# Chen2015 Figure 5e
# Temperature: 373 K
# Strain rate: 7500 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000235,979.98
0.005402,1083.75
0.011861,1150.36
0.01879,1188.79
0.02525,1209.29
0.032061,1233.63
0.038755,1247.72
0.045567,1264.37
0.052261,1273.34
0.059307,1278.46
0.066001,1289.99
0.073048,1300.24
0.079977,1306.65
0.086553,1314.33
0.093365,1319.46
0.100411,1327.14
0.107457,1330.98
0.114151,1339.95
0.120963,1341.23
0.127775,1338.67
0.134821,1341.23
0.141632,1341.23
0.148561,1343.8
0.15549,1342.51
0.162419,1345.08
0.169466,1337.39
0.176395,1324.58
