# Chen2015 Figure 5b
# Temperature: 573 K
# Strain rate: 1.0e-2 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.004698,592.49
0.013153,743.72
0.023488,796.39
0.033118,832.25
0.043453,859.16
0.053318,882.71
0.063652,900.66
0.073752,914.13
0.083852,927.6
0.094421,941.07
0.104991,950.06
0.115091,960.16
0.125191,968.03
0.13529,974.78
0.14586,983.77
0.156195,991.64
0.166529,998.39
0.176864,1004.02
0.187199,1010.77
0.197533,1016.4
0.207633,1020.91
0.218438,1025.42
0.228772,1031.04
0.239107,1033.31
0.249442,1036.7
0.259776,1038.97
0.269641,1042.36
0.280211,1044.63
0.290076,1049.14
