# Chen2015 Figure 5b
# Temperature: 293 K
# Strain rate: 1.0e-2 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.004228,790.73
0.012684,1020.36
0.022548,1064.06
0.032648,1093.21
0.042748,1113.4
0.052848,1135.83
0.062948,1157.14
0.072813,1171.73
0.083382,1187.43
0.093717,1202.02
0.103817,1215.49
0.114386,1226.72
0.124251,1239.07
0.134821,1251.42
0.145155,1262.65
0.155725,1273.88
0.16559,1282.87
0.175925,1294.1
0.186024,1305.32
0.196594,1313.19
0.206459,1321.06
0.217028,1328.93
0.227128,1335.68
0.237463,1341.31
0.248032,1345.82
0.258132,1353.69
0.268232,1355.96
0.278802,1359.35
