# Chen2015 Figure 5c
# Temperature: 293 K
# Strain rate: 2500 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000246,1076.06
0.004886,1155.48
0.010161,1204.16
0.015543,1234.91
0.020926,1260.53
0.026414,1279.74
0.03222,1283.59
0.037921,1286.15
0.043515,1300.24
0.04911,1307.93
0.054811,1309.21
0.060194,1323.3
0.065894,1336.11
0.071595,1338.67
0.07719,1343.8
0.083102,1350.2
0.088591,1352.76
0.094397,1354.04
0.100098,1357.89
0.105693,1360.45
0.111289,1360.45
0.116989,1361.73
0.12269,1360.45
0.128497,1350.2
0.134305,1339.95
