# Chen2015 Figure 5e
# Temperature: 973 K
# Strain rate: 7500 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000235,377.9
0.00505,514.97
0.011157,572.62
0.017264,607.21
0.023605,623.86
0.030417,628.98
0.036876,639.23
0.043335,645.64
0.049912,652.04
0.056371,653.32
0.063065,659.73
0.069407,661.01
0.075984,667.41
0.082678,667.41
0.089019,668.69
0.095596,669.98
0.102055,669.98
0.10867,675.44
0.115326,675.1
0.121785,672.54
0.128349,673.83
0.134821,667.41
0.141515,672.54
0.148028,675.44
0.154668,680.22
0.16148,680.22
0.167587,680.22
0.174163,678.94
0.18074,678.94
