# Chen2015 Figure 5b
# Temperature: 773 K
# Strain rate: 1.0e-2 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.00094,497.28
0.012214,588.03
0.024897,632.87
0.037111,657.54
0.050969,678.86
0.063887,692.34
0.077275,703.58
0.089724,712.57
0.102877,721.57
0.11603,724.97
0.128714,731.72
0.142102,735.12
0.15502,735.16
0.168174,740.79
0.181327,744.19
0.194245,746.47
0.206929,749.86
0.220082,751.02
0.23347,751.06
0.246858,753.34
0.259307,755.61
0.272225,756.77
0.285848,756.81
0.299471,759.08
0.312389,759.12
0.325308,762.52
0.337521,762.55
0.351379,761.47
