# Chen2015 Figure 5d
# Temperature: 373 K
# Strain rate: 4000 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000587,903.12
0.006162,994.04
0.012177,1065.75
0.018633,1122.08
0.025235,1168.17
0.031543,1193.75
0.038732,1214.21
0.045335,1235.96
0.052083,1241.05
0.058685,1249.98
0.065874,1256.35
0.072623,1266.56
0.079225,1274.21
0.086121,1288.27
0.093016,1290.8
0.100059,1299.73
0.106661,1299.69
0.113703,1303.5
0.120599,1311.15
0.127641,1316.24
0.13439,1317.49
0.141285,1321.29
0.147887,1314.85
0.154783,1312.26
0.161825,1307.1
0.168867,1299.37
