# Chen2015 Figure 5f
# Temperature: 773 K
# Strain rate: 10000 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000587,501.76
0.005132,688.64
0.011386,767.01
0.018035,811.52
0.02478,837.12
0.031378,853.76
0.038123,864
0.044716,876.95
0.051698,886.63
0.058533,896.3
0.065396,908.8
0.072141,913.92
0.079001,925.05
0.085651,928.28
0.092672,926.66
0.099707,928
0.106527,925.33
0.1134,926
0.120235,922.88
0.127039,920.83
0.133874,922.77
0.14071,924.72
0.147692,923.11
0.154967,923.44
0.16173,925.44
0.168768,928
0.175619,926.66
0.18264,933.11
0.189296,924.16
