# Chen2015 Figure 5c
# Temperature: 373 K
# Strain rate: 2500 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000464,969.74
0.005104,1051.72
0.010906,1110.65
0.016605,1146.52
0.022832,1168.29
0.02906,1172.14
0.035288,1183.67
0.041094,1192.63
0.047428,1195.2
0.053445,1211.85
0.059673,1225.94
0.065585,1228.5
0.071919,1233.63
0.078042,1236.19
0.084481,1246.44
0.090286,1257.97
0.096727,1254.12
0.102532,1263.09
0.108972,1266.93
0.1152,1273.34
0.121324,1270.78
0.127658,1269.5
0.133887,1273.34
0.140221,1269.5
