# Chen2015 Figure 5f
# Temperature: 1173 K
# Strain rate: 10000 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000147,337.92
0.008065,399.36
0.016422,424.96
0.024688,441.24
0.03337,446.08
0.042053,450.92
0.050551,452.53
0.059234,450.92
0.067732,450.92
0.076415,450.92
0.084913,452.53
0.093595,452.53
0.102278,452.53
0.110776,449.3
0.119459,447.69
0.128141,446.08
0.136824,446.08
0.145322,446.08
0.154005,447.69
0.162688,447.69
0.171186,449.3
0.179868,450.92
0.188551,454.14
0.197049,454.14
0.205732,455.76
0.21423,457.37
0.222913,455.76
0.231411,458.98
0.240093,460.59
