# Chen2015 Figure 5c
# Temperature: 973 K
# Strain rate: 2500 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000396,404.8
0.004929,503.44
0.010416,540.59
0.016115,562.37
0.021815,582.87
0.027547,595.03
0.033214,617.45
0.038851,633.76
0.044826,639.23
0.050555,641.83
0.056544,646.92
0.062127,651.52
0.067979,657.97
0.073831,659.59
0.079874,663.57
0.085575,662.29
0.091388,669.27
0.097107,677.34
0.10296,675.73
0.108812,680.57
0.114923,675.1
0.12073,671.26
0.12637,678.95
0.132222,682.18
0.138149,677.66
0.143927,680.57
0.149779,683.79
0.155765,680.57
0.161618,674.11
