# Chen2015 Figure 5f
# Temperature: 973 K
# Strain rate: 10000 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.00044,474.88
0.007918,564.48
0.015982,599.04
0.024487,615.68
0.032991,627.2
0.041349,637.44
0.050147,646.4
0.058504,650.24
0.067302,651.52
0.075806,650.24
0.084311,647.68
0.093109,650.24
0.102053,646.4
0.110557,643.84
0.118915,642.56
0.127713,637.44
0.136217,634.88
0.144953,636.38
0.153635,634.77
0.16217,631.04
0.170816,633.15
0.179499,633.15
0.18827,631.04
0.196774,629.76
0.205279,632.32
0.214045,633.15
0.222727,628.48
0.231226,633.15
0.239736,629.76
