# Chen2015 Figure 5f
# Temperature: 373 K
# Strain rate: 10000 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000587,686.08
0.004106,874.24
0.008798,994.56
0.013783,1076.48
0.019355,1134.08
0.024487,1171.2
0.030499,1192.96
0.03607,1209.6
0.042082,1228.8
0.047801,1249.28
0.053666,1262.08
0.059238,1274.88
0.064809,1291.52
0.070381,1308.16
0.076393,1314.56
0.082111,1327.36
0.087683,1329.92
0.093695,1342.72
0.09956,1338.88
0.105718,1344
0.111144,1350.4
0.116862,1352.96
0.123314,1352.96
0.128592,1356.8
0.134751,1355.52
0.140323,1355.52
0.146628,1354.24
0.152346,1352.96
