# Chen2015 Figure 5d
# Temperature: 973 K
# Strain rate: 4000 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.00044,539.31
0.006896,593.08
0.014231,616.1
0.021714,630.15
0.029196,642.92
0.036678,659.54
0.044308,664.62
0.05179,667.15
0.059126,670.95
0.066413,673.62
0.074177,673.58
0.08216,682.37
0.089495,690.01
0.096543,691.22
0.104754,688.65
0.112529,682.21
0.119649,683.03
0.127347,688.54
0.13483,688.5
0.1422,686.14
0.149779,686.1
0.158011,685.82
0.165122,689.25
0.172515,690.83
0.180458,685.7
0.18838,684.38
0.196009,683.06
0.203345,677.9
0.211121,676.58
