# Chen2015 Figure 5d
# Temperature: 773 K
# Strain rate: 4000 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000734,712.25
0.006455,778.83
0.012911,801.86
0.020201,812.66
0.02704,830.38
0.033695,844.87
0.040346,865.77
0.046802,874.7
0.053697,882.35
0.060683,880.24
0.067522,889.89
0.074237,905.3
0.081201,904.34
0.08804,909.15
0.09488,920.41
0.101904,913.92
0.108558,920.34
0.115582,921.92
0.122422,925.11
0.129255,928.08
0.136655,921.81
0.143494,918.55
0.150088,916.44
0.157358,913.64
0.164382,921.67
0.171222,918.41
0.177964,920.14
0.184531,919.95
0.191315,916.23
