# Chen2015 Figure 5c
# Temperature: 1173 K
# Strain rate: 2500 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000297,299.76
0.005783,352.28
0.011799,374.06
0.017816,389.43
0.023969,399.73
0.030087,402.96
0.036338,411.03
0.042456,420.71
0.048574,428.78
0.054692,430.4
0.060944,430.4
0.067062,432.01
0.07318,440.08
0.079432,440.08
0.085684,441.7
0.091802,440.08
0.098054,438.47
0.104305,441.7
0.110557,440.08
0.116676,438.47
0.122927,440.08
0.129045,446.54
0.135297,446.54
0.141549,441.7
0.1478,438.47
0.154052,435.24
0.160171,433.63
0.166423,428.78
0.172675,425.56
