# Chen2015 Figure 5d
# Temperature: 573 K
# Strain rate: 4000 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000587,783.98
0.006602,859.53
0.013351,918.43
0.0201,955.54
0.027142,976
0.034184,988.78
0.041373,1001.55
0.048562,1001.51
0.055751,1004.04
0.063234,1011.69
0.070276,1023.18
0.077319,1033.48
0.084528,1039.9
0.091843,1042.28
0.099032,1046.09
0.105927,1060.15
0.113263,1063.95
0.120388,1065.54
0.127934,1060.03
0.135123,1061.28
0.142165,1067.65
0.14941,1075.08
0.156619,1081.5
0.163732,1072.66
0.171362,1067.5
0.178697,1070.02
0.185739,1064.86
