# Chen2015 Figure 5e
# Temperature: 573 K
# Strain rate: 7500 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000587,767.33
0.005637,869.82
0.012096,932.59
0.018673,976.14
0.025484,1004.32
0.032296,1015.85
0.03899,1036.35
0.045684,1054.28
0.052496,1064.53
0.059307,1074.78
0.066119,1079.9
0.073165,1085.03
0.079859,1086.31
0.086905,1091.43
0.0936,1095.28
0.100763,1095.28
0.107457,1100.4
0.114269,1100.4
0.120963,1104.24
0.128127,1108.09
0.134821,1101.68
0.141867,1105.52
0.148561,1109.37
0.155725,1109.37
0.162654,1108.09
0.169348,1105.52
0.176395,1100.4
