# Chen2015 Figure 5e
# Temperature: 1173 K
# Strain rate: 7500 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000117,281.83
0.006107,362.53
0.012566,399.68
0.01926,422.74
0.026105,428.5
0.032912,438.19
0.039812,444.52
0.04682,451.1
0.053627,452.71
0.060581,455.94
0.067387,455.94
0.074342,455.94
0.081296,457.55
0.088103,459.17
0.095057,459.17
0.101863,459.17
0.108818,460.78
0.115772,460.78
0.122578,459.17
0.129533,462.4
0.136487,464.01
0.143293,462.4
0.150248,464.01
0.157054,467.24
0.164008,467.24
0.170757,470.14
0.177621,468.85
0.184615,468.86
0.19153,467.24
