# Chen2015 Figure 5c
# Temperature: 573 K
# Strain rate: 2500 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.000261,844.2
0.006112,906.53
0.012361,945.26
0.018876,972.7
0.025526,990.45
0.032309,995.3
0.038959,1004.98
0.04561,1006.59
0.052126,1017.89
0.05891,1021.12
0.065426,1035.64
0.072076,1045.33
0.07886,1042.1
0.085377,1053.4
0.092161,1056.63
0.098811,1059.85
0.105595,1058.24
0.112245,1061.47
0.119029,1059.85
0.125679,1061.47
0.132463,1066.31
0.139247,1058.24
0.145898,1050.17
0.152799,1051.72
0.159662,1028.66
