# Lee1998 Figure 3
# Temperature: 773 K
# Strain rate: 2500 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0.008
#  C, 0.014
#  H, 0.0057
# Fe, 0.2
#  O, 0.15
# Al, 6.1
#  V, 4.0
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.000233,854.91
0.003044,882.7
0.008994,921.6
0.022585,956.31
0.034422,975.73
0.044863,989.59
0.061911,1007.6
0.075476,1018.68
0.088694,1029.75
0.10921,1040.8
0.125207,1050.48
0.142592,1058.76
0.155807,1067.05
0.177361,1073.93
0.197179,1082.2
0.221514,1090.46
0.250023,1101.48
0.277833,1108.33
0.304601,1116.58
0.357438,1128.91
