# Lee1998 Figure 3
# Temperature: 1173 K
# Strain rate: 2500 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0.008
#  C, 0.014
#  H, 0.0057
# Fe, 0.2
#  O, 0.15
# Al, 6.1
#  V, 4.0
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0,572.18
0.01,611.43
0.02,628.21
0.03,639.41
0.04,646.3
0.05,652.89
0.06,659.38
0.07,664.03
0.08,669.26
0.09,672.86
0.1,677.58
0.11,679.41
0.12,682.5
0.13,684.3
0.14,687.7
0.15,691.05
0.16,692.89
0.17,695.94
0.18,697.38
0.19,699.66
0.2,702.26
0.21,703.56
0.22,706.57
0.23,708.25
0.24,709.35
0.25,710.87
0.26,712.21
0.27,712.98
0.28,715.1
0.29,715.68
0.3,717.58
