# Lee1998 Figure 3
# Temperature: 973 K
# Strain rate: 1700 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0.008
#  C, 0.014
#  H, 0.0057
# Fe, 0.2
#  O, 0.15
# Al, 6.1
#  V, 4.0
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0,671.42
0.002154,703.38
0.0046,715.88
0.008437,728.38
0.011927,742.27
0.016455,751.98
0.020982,760.31
0.024812,767.25
0.029687,775.57
0.034211,781.11
0.039429,786.66
0.042909,790.82
0.047782,797.75
0.052652,801.9
0.05752,804.67
0.066563,811.58
0.076303,819.89
0.081868,824.04
0.09404,832.34
0.104471,836.47
0.114556,843.39
0.128812,850.29
0.152107,859.94
0.169838,866.83
0.197303,876.46
