# Lee1998 Figure 3
# Temperature: 973 K
# Strain rate: 3300 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0.008
#  C, 0.014
#  H, 0.0057
# Fe, 0.2
#  O, 0.15
# Al, 6.1
#  V, 4.0
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.000454,738.14
0.003261,763.15
0.006057,777.04
0.009195,786.76
0.012329,792.31
0.015118,800.64
0.018598,804.8
0.021731,810.35
0.030779,821.44
0.042262,835.3
0.050955,839.44
0.066257,849.12
0.081557,857.41
0.096857,865.69
0.115631,872.58
0.135796,880.85
0.150744,884.97
0.16882,889.07
0.202192,898.69
0.239039,906.9
0.292568,916.45
0.359303,925.95
