# Lee1998 Figure 3
# Temperature: 1173 K
# Strain rate: 2000 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0.008
#  C, 0.014
#  H, 0.0057
# Fe, 0.2
#  O, 0.15
# Al, 6.1
#  V, 4.0
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0,547.01
0.01,591.33
0.02,610.89
0.03,620.49
0.04,630.3
0.05,638.78
0.06,644.24
0.07,650.76
0.08,655.42
0.09,659.61
0.1,663.67
0.11,667.64
0.12,671.54
0.13,674.47
0.14,676.6
0.15,678.52
0.16,683.72
0.17,686.32
0.18,688.32
0.19,690.23
0.2,692.18
0.21,694.33
0.22,696.75
0.23,699.4
0.24,702.2
