# Lee1998 Figure 3
# Temperature: 973 K
# Strain rate: 2500 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0.008
#  C, 0.014
#  H, 0.0057
# Fe, 0.2
#  O, 0.15
# Al, 6.1
#  V, 4.0
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.001133,722.85
0.005682,752.02
0.012309,774.24
0.020317,788.11
0.02867,799.21
0.036673,808.91
0.045022,815.83
0.05337,822.75
0.061718,829.67
0.070064,835.2
0.078411,840.74
0.087102,843.49
0.095447,847.63
0.103792,851.77
0.112137,855.91
0.120482,860.05
0.129173,862.8
0.137517,865.55
0.145862,869.69
0.154206,872.44
0.162897,875.19
0.173673,877.94
0.187578,882.06
0.198008,886.19
0.209478,887.54
0.217127,890.3
0.225816,891.66
0.234158,893.02
0.243543,894.38
0.250844,897.13
0.259188,899.88
0.26753,901.24
0.276219,902.6
0.28491,905.35
0.293252,906.71
0.301594,908.07
0.310284,909.43
0.318973,910.79
0.327316,912.16
0.336005,913.52
0.346434,916.26
