# Khan2007 Figure 3 Alloy 1
# Temperature: 296 K
# Strain rate: 1e-4 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.0003
#  N, 0.008
#  C, 0.047
#  H, 0.0031
# Fe, 0.14
#  O, 0.178
# Al, 6.26
#  V, 4.16
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.000277,910.69
0.001109,929.14
0.003605,945.91
0.005824,961.01
0.007765,966.04
0.009429,979.45
0.013312,989.52
0.019414,1006.29
0.025792,1024.74
0.032171,1036.48
0.038827,1051.57
0.043542,1059.96
0.052694,1078.41
0.065452,1105.24
0.07183,1113.63
0.084865,1133.75
0.098177,1153.88
0.11149,1177.36
0.119255,1187.42
0.14588,1219.29
0.156696,1236.06
0.18332,1266.25
0.195246,1283.02
0.209945,1298.11
0.223257,1318.24
0.237401,1333.33
0.250436,1348.43
0.263193,1361.84
0.26874,1366.88
0.273455,1373.58
0.28954,1385.32
0.300079,1397.06
0.308122,1397.06
