# Khan2007 Figure 9 Alloy 3
# Temperature: 755 K
# Strain rate: 1e-3 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.0003
#  N, 0.008
#  C, 0.043
#  H, 0.0041
# Fe, 0.15
#  O, 0.174
# Al, 5.97
#  V, 4.09
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.000475,519.92
0.007595,605.45
0.014953,630.61
0.024921,660.8
0.038449,694.34
0.050554,716.14
0.064082,736.27
0.076424,753.04
0.089241,769.81
0.103244,781.55
0.115585,798.32
0.130063,810.06
0.14288,823.48
0.157595,835.22
0.169225,846.96
0.18038,855.35
0.194383,863.73
0.207199,875.47
0.221677,885.53
0.233544,888.89
0.243275,893.92
0.25443,897.27
