# Khan2007 Figure 8 Alloy 3
# Temperature: 296 K
# Strain rate: 3378 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.0003
#  N, 0.008
#  C, 0.043
#  H, 0.0041
# Fe, 0.15
#  O, 0.174
# Al, 5.97
#  V, 4.09
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.000484,1364.75
0.004113,1364.75
0.011371,1369.76
0.021532,1376.43
0.034113,1378.1
0.04621,1388.11
0.058548,1393.12
0.071855,1396.45
0.085887,1401.46
0.100403,1404.8
0.113226,1408.13
0.127258,1416.48
0.142016,1416.48
0.152419,1421.48
0.162823,1421.48
0.176855,1424.82
0.190887,1421.48
0.204435,1424.82
0.218468,1421.48
0.23129,1421.48
