# Khan2007 Figure 3 Alloy 1
# Temperature: 296 K
# Strain rate: 1e-6 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.0003
#  N, 0.008
#  C, 0.047
#  H, 0.0031
# Fe, 0.14
#  O, 0.178
# Al, 6.26
#  V, 4.16
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.000277,768.13
0.001387,778.2
0.002219,794.97
0.00416,815.09
0.006379,833.54
0.007765,843.61
0.009429,851.99
0.011648,865.41
0.014699,877.15
0.018027,883.86
0.02191,895.6
0.029675,914.05
0.031339,924.11
0.031894,927.46
0.035499,934.17
0.041601,944.23
0.054358,971.07
0.066006,996.23
0.07183,1001.26
0.078764,1016.35
0.090135,1031.45
0.099287,1041.51
0.104834,1046.54
0.117591,1064.99
0.129794,1080.08
0.142552,1095.18
0.156696,1106.92
0.168621,1122.01
0.181656,1135.43
0.189699,1143.82
0.196355,1148.85
0.210777,1165.62
0.223257,1179.04
