# Khan2007 Figure 5 Alloy 2
# Temperature: 296 K
# Strain rate: 1e-6 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.0003
#  N, 0.003
#  C, 0.045
#  H, 0.0026
# Fe, 0.18
#  O, 0.112
# Al, 6.30
#  V, 3.86
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.001182,825.97
0.003743,839.37
0.009062,859.48
0.01576,876.23
0.024232,896.34
0.03093,914.76
0.037628,929.84
0.043538,941.57
0.049448,954.97
0.054768,966.7
0.059102,980.1
0.064421,988.48
0.069937,1000.21
0.07565,1011.94
0.080181,1020.31
0.0855,1025.34
0.090426,1033.72
0.094169,1042.09
0.098109,1045.45
0.103428,1053.82
