# Khan2007 Figure 4 Alloy 1
# Temperature: 422 K
# Strain rate: 1e-4 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.0003
#  N, 0.008
#  C, 0.047
#  H, 0.0031
# Fe, 0.14
#  O, 0.178
# Al, 6.26
#  V, 4.16
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.002208,794.14
0.009661,819.27
0.022634,856.13
0.035607,889.63
0.052169,923.14
0.065694,943.25
0.078391,960
0.09164,976.75
0.104338,991.83
0.117035,1006.91
0.13194,1023.66
0.144085,1032.04
0.156782,1050.47
0.170584,1058.85
0.182177,1067.23
0.192942,1075.6
