# Khan2004 Figure 2
# Temperature: 422 K
# Strain rate: 1.0e-3 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.0003
#  N, 0.008
#  C, 0.043
#  H, 0.0041
# Fe, 0.15
#  O, 0.174
# Al, 5.97
#  V, 4.09
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.000741,816.73
0.002716,835.27
0.006914,858.18
0.012099,884.36
0.020988,912.73
0.030864,940
0.041235,960.73
0.051852,981.45
0.06321,997.82
0.074568,1009.82
0.085926,1025.09
0.094815,1030.55
0.101481,1039.27
0.112099,1051.27
0.122469,1061.09
0.132593,1068.73
0.142716,1079.64
0.154074,1089.45
0.163457,1097.09
0.17284,1106.91
0.179753,1111.27
0.185679,1117.82
