# Khan2004 Figure 2
# Temperature: 755 K
# Strain rate: 1.0e-3 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.0003
#  N, 0.008
#  C, 0.043
#  H, 0.0041
# Fe, 0.15
#  O, 0.174
# Al, 5.97
#  V, 4.09
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.000741,518.91
0.008148,605.09
0.015062,633.45
0.025432,660.73
0.039506,691.27
0.051852,713.09
0.064691,734.91
0.07679,751.27
0.090123,768.73
0.103457,781.82
0.115802,794.91
0.130864,808
0.143457,820
0.158025,834.18
0.169877,845.09
0.180741,850.55
0.194568,863.64
0.207901,871.27
0.222222,882.18
0.233827,886.55
0.243457,892
0.254815,895.27
