# Khan2004 Figure 2
# Temperature: 233 K
# Strain rate: 1.0e-3 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.0003
#  N, 0.008
#  C, 0.043
#  H, 0.0041
# Fe, 0.15
#  O, 0.174
# Al, 5.97
#  V, 4.09
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.001728,1076.36
0.005679,1117.82
0.008889,1130.91
0.01358,1146.18
0.019506,1162.55
0.025679,1177.82
0.03284,1194.18
0.039753,1213.82
0.046914,1223.64
0.052593,1236.73
0.06,1253.09
0.067654,1261.82
0.074568,1269.45
0.082716,1281.45
0.09037,1292.36
0.096543,1301.09
0.103457,1307.64
0.109383,1314.18
0.116296,1320.73
0.122716,1327.27
0.129383,1333.82
0.136543,1337.09
0.142963,1340.36
