# Babu2013 Figure 4
# Temperature: 1173 K
# Strain rate: 1.0e0 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, -
#  N, -
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
# True strain, stress (MPa)
-1.38778e-17,-2.27374e-13
0.00705,159.39
0.017832,183.741
0.028614,185.818
0.038566,183.72
0.048519,178.838
0.058886,172.563
0.069254,171.857
0.080036,173.238
0.090403,176.708
0.10077,178.09
0.111552,176.687
0.143898,172.479
0.176659,171.054
0.211078,168.932
0.244254,166.81
0.277429,163.297
0.31019,160.48
0.344194,158.358
0.376955,157.63
0.41096,156.204
0.44372,155.475
0.47814,154.049
