# Babu2013 Figure 5
# Temperature: 1223 K
# Strain rate: 1.0e-3 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, -
#  N, -
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
True strain, stress (MPa)
-1.38778e-17,0
0.003662,19.835
0.012768,23.261
0.022712,23.982
0.04302,23.982
0.052967,23.802
0.084881,23.261
0.116796,22.63
0.147883,21.638
0.180211,21.097
0.21254,20.556
0.244039,20.285
0.276782,19.835
0.307866,19.474
0.339366,19.113
0.372108,18.843
0.402362,18.843
0.435932,19.113
0.46743,18.933
