# Babu2013 Figure 3
# Temperature: 293 K
# Strain rate: 1.0e0 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, -
#  N, -
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
# True strain, stress (MPa)
0,-2.27374e-13
0.011389,1005.36
0.016337,1081.69
0.021378,1127.36
0.026512,1156.67
0.031553,1181.21
0.036688,1200.29
0.041822,1211.2
0.04677,1218.7
0.051624,1228.24
0.056759,1241.87
0.061893,1248
0.067028,1256.18
0.071975,1268.45
0.077016,1271.18
0.082058,1275.95
0.087285,1286.17
0.092326,1293.67
0.097274,1299.12
0.102502,1304.58
0.107356,1311.39
0.112397,1313.44
0.117905,1316.85
0.122853,1322.98
0.127707,1325.71
0.132655,1328.43
0.137696,1331.84
0.14283,1337.29
0.147872,1336.61
