# Babu2013 Figure 3
# Temperature: 293 K
# Strain rate: 1.0e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, -
#  N, -
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
# True strain, stress (MPa)
0,-2.27374e-13
0.011296,995.13
0.016057,1046.25
0.020911,1083.06
0.025765,1117.14
0.03062,1137.59
0.035474,1158.03
0.040422,1175.07
0.045183,1188.7
0.050131,1190.75
0.054892,1215.29
0.059746,1221.42
0.064414,1234.37
0.069548,1245.28
0.074309,1252.78
0.07907,1263.68
0.084018,1272.54
0.088872,1276.63
0.093913,1286.17
0.098674,1290.94
0.103622,1300.49
0.10801,1311.39
0.113144,1324.34
0.117999,1331.16
0.122666,1336.61
0.127801,1337.97
0.132655,1337.97
0.137323,1348.2
0.142457,1357.06
0.147218,1362.51
0.152072,1365.24
0.15674,1364.56
0.161875,1363.19
0.166542,1367.28
0.17149,1375.46
0.176438,1382.28
0.181199,1382.96
0.18596,1387.05
0.191001,1395.23
0.195762,1393.87
0.200803,1386.37
0.205377,1391.14
0.210418,1393.18
0.215459,1386.37
