# Babu2013 Figure 3
# Temperature: 473 K
# Strain rate: 1.0e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, -
#  N, -
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
# True strain, stress (MPa)
0,-2.27374e-13
0.009522,738.17
0.01671,804.28
0.024552,845.18
0.0323,877.22
0.039955,909.93
0.04761,933.79
0.055452,950.83
0.062827,967.87
0.070762,981.5
0.07851,994.45
0.085978,1003.99
0.093727,1014.22
0.101568,1024.44
0.109317,1031.26
0.117065,1038.75
0.12472,1045.57
0.132468,1046.25
0.140217,1062.61
0.147685,1058.52
0.155527,1066.7
0.163368,1070.79
0.171023,1071.47
