# Babu2013 Figure 3
# Temperature: 673 K
# Strain rate: 1.0e0 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, -
#  N, -
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
# True strain, stress (MPa)
0,-2.27374e-13
0.009802,707.5
0.016897,766.8
0.023805,803.6
0.03062,832.91
0.037715,860.18
0.044529,881.99
0.051531,892.21
0.058813,907.89
0.065814,922.88
0.072722,931.06
0.07963,939.24
0.086632,946.74
0.093727,950.83
0.100728,956.28
0.107636,956.96
0.114731,961.73
0.121733,963.1
0.128641,963.1
0.135362,961.73
0.14255,960.37
0.149645,961.73
0.15674,960.37
0.163742,956.28
0.170743,955.6
