# Babu2013 Figure 4
# Temperature: 1073 K
# Strain rate: 1.0e-3 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, -
#  N, -
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
# True strain, stress (MPa)
-1.38778e-17,-2.27374e-13
0.004562,92.571
0.013685,135.717
0.024467,145.451
0.048104,147.516
0.072571,146.1
0.097453,143.291
0.121505,139.09
0.145557,132.802
0.170024,129.993
0.19532,126.488
0.218957,122.984
0.243009,118.784
0.268306,115.278
0.292358,113.166
0.317239,110.357
0.341291,108.245
0.365758,104.741
0.390225,101.236
0.414692,98.428
0.438329,97.708
0.463211,96.291
