# Babu2013 Figure 3
# Temperature: 673 K
# Strain rate: 1.0e-3 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
True strain, stress (MPa)
0,-2.27374e-13
0.009429,644.11
0.016243,697.27
0.023152,735.44
0.03034,771.57
0.037435,801.56
0.044716,823.37
0.051811,842.45
0.058999,860.18
0.066001,873.13
0.073282,886.76
0.080284,897.66
0.087565,907.89
0.094847,916.07
0.101662,924.93
0.10885,929.7
0.116131,937.88
0.123133,941.29
0.130508,944.69
0.137229,947.42
0.144791,948.78
0.151606,952.87
0.158794,954.24
0.165982,954.24
0.173264,954.24
