# Babu2013 Figure 5
# Temperature: 1273 K
# Strain rate: 1.0e-3 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
True strain, stress (MPa)
-1.38778e-17,0
0.003677,15.417
0.006572,17.13
0.016928,18.482
0.028118,18.753
0.038892,19.113
0.049254,18.933
0.082411,18.392
0.117227,17.671
0.150799,17.31
0.185201,16.499
0.218771,16.319
0.252759,15.417
0.285915,15.327
0.319901,14.876
0.353886,14.786
0.387456,14.966
0.421854,15.056
0.456253,15.237
0.486922,15.327
