# Babu2013 Figure 5
# Temperature: 1273 K
# Strain rate: 1.0e0 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
True strain, stress (MPa)
-1.38778e-17,0
0.005179,60.496
0.016328,72.397
0.027519,71.946
0.061954,61.578
0.097165,66.446
0.132398,65.184
0.166381,65.455
0.20078,65.725
0.235594,65.455
0.270407,65.455
0.303979,65.004
0.339208,64.823
0.373608,64.463
0.409667,63.922
0.443654,63.291
0.478465,63.742
