# Babu2013 Figure 3
# Temperature: 293 K
# Strain rate: 1.0e0 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
Plastic strain, stress (MPa)
0.0, 1005.36
0.004948, 1081.69
0.009989, 1127.36
0.015123, 1156.67
0.020164, 1181.21
0.025299, 1200.29
0.030433, 1211.2
0.035381, 1218.7
0.040235, 1228.24
0.04537, 1241.87
0.050504, 1248.0
0.055639, 1256.18
0.060586, 1268.45
0.065627, 1271.18
0.070669, 1275.95
0.075896, 1286.17
0.080937, 1293.67
0.085885, 1299.12
0.091113, 1304.58
0.095967, 1311.39
0.101008, 1313.44
0.106516, 1316.85
0.111464, 1322.98
0.116318, 1325.71
0.121266, 1328.43
0.126307, 1331.84
0.131441, 1337.29
0.136483, 1336.61
