# Babu2013 Figure 3
# Temperature: 293 K
# Strain rate: 1.0e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
Plastic strain, stress (MPa)
0.0, 995.13
0.004761, 1046.25
0.009615, 1083.06
0.014469, 1117.14
0.019324, 1137.59
0.024178, 1158.03
0.029126, 1175.07
0.033887, 1188.7
0.038835, 1190.75
0.043596, 1215.29
0.04845, 1221.42
0.053118, 1234.37
0.058252, 1245.28
0.063013, 1252.78
0.067774, 1263.68
0.072722, 1272.54
0.077576, 1276.63
0.082617, 1286.17
0.087378, 1290.94
0.092326, 1300.49
0.096714, 1311.39
0.101848, 1324.34
0.106703, 1331.16
0.11137, 1336.61
0.116505, 1337.97
0.121359, 1337.97
0.126027, 1348.2
0.131161, 1357.06
0.135922, 1362.51
0.140776, 1365.24
0.145444, 1364.56
0.150579, 1363.19
0.155246, 1367.28
0.160194, 1375.46
0.165142, 1382.28
0.169903, 1382.96
0.174664, 1387.05
0.179705, 1395.23
0.184466, 1393.87
0.189507, 1386.37
0.194081, 1391.14
0.199122, 1393.18
0.204163, 1386.37
