# Babu2013 Figure 3
# Temperature: 573 K
# Strain rate: 1.0e0 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
True strain, stress (MPa)
0,-2.27374e-13
0.008402,687.05
0.014563,735.44
0.020538,779.07
0.03174,831.55
0.043036,870.4
0.054052,894.94
0.065441,912.66
0.076456,927.65
0.087565,935.83
0.098954,940.6
0.10997,948.1
0.121453,955.6
0.132562,959.69
0.143484,963.1
0.15478,967.87
0.165982,970.59
