# Babu2013 Figure 4
# Temperature: 973 K
# Strain rate: 1.0e0 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
Plastic strain, stress (MPa)
0.0, 416.928
0.010368, 471.906
0.019491, 506.7
0.029029, 539.405
0.052251, 581.842
0.075474, 606.876
0.097868, 615.207
0.120261, 615.881
0.143898, 612.377
0.167536, 608.873
0.190759, 598.409
0.213567, 589.338
0.236789, 579.57
0.259597, 566.322
0.282405, 557.947
0.305628, 547.483
0.328436, 538.411
0.351659, 527.948
0.375296, 518.875
0.398519, 511.892
0.421327, 504.908
0.443721, 500.71
0.466943, 498.599
