# Babu2013 Figure 3
# Temperature: 673 K
# Strain rate: 1.0e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
True strain, stress (MPa)
0,-2.27374e-13
0.009149,680.92
0.01587,734.76
0.021845,768.16
0.028006,793.38
0.033887,817.92
0.040142,837.68
0.046303,852.68
0.052184,869.72
0.058252,882.67
0.0646,894.26
0.070575,903.8
0.07683,911.3
0.082524,921.52
0.089059,929.02
0.094754,933.79
0.101008,941.29
0.107356,946.74
0.113051,950.83
0.119399,955.6
0.125373,959.69
0.131441,963.1
0.137603,968.55
0.143764,974
0.149832,974.68
0.155993,975.37
0.162155,976.73
0.168316,974
0.174477,974
