# Babu2013 Figure 3
# Temperature: 473 K
# Strain rate: 1.0e-3 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
Plastic strain, stress (MPa)
0.0, 681.6
0.007841, 768.84
0.015216, 838.36
0.023058, 888.12
0.030526, 922.88
0.038368, 952.19
0.04621, 974.68
0.053585, 993.77
0.061333, 1006.04
0.068894, 1019.67
0.076456, 1031.26
0.084391, 1042.84
0.091953, 1049.66
0.099794, 1057.16
0.107449, 1062.61
0.114918, 1066.7
0.122573, 1070.11
0.130228, 1073.52
0.137789, 1075.56
0.145631, 1076.24
0.153286, 1074.88
